,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021
676,CN,Putian,F2 Line,2020,2025,1.0,23.8,0.63,14.9,,,13.578860396421755,,0.0,3385.588556514214,142.25162002160562
677,CN,Shaoxing,Hangshao Line,2016,2021,0.0,20.3,0.49,9.87,,,10,117,0.0,3226.346626143622,158.93333133712423
678,CN,Shijiazhuang,Line 6 Phase 1,2020,2025,0.0,15.76,1,15.76,,,11,,0.0,2518.0471281746145,159.77456397047047
679,CN,Shijiazhuang,Line 4,2020,2025,0.0,24.4,1,24.4,,,21,,0.0,4304.176552889948,176.400678397129
680,IN,Surat,Line 1 and 2,2021,2023,0.0,40.35,0.1603,6.47,33.88,,38,,0.0,5192.7696000000005,128.6931747211896
681,CN,Wenzhou,S3 Phase 1,2022,2027,0.0,31.17,0.09,2.8,,,12,138,0.0,2925.3599999999997,93.85178055822905
682,CN,Wuxi,Line S1,2019,2023,0.0,30.4,0.35,10.5,,,9,117,0.0,3442.317,113.23411184210526
683,CN,Wuxi,Line 4 Phase 1,2021,2026,0.0,24.4,1,24.4,,,18,117,0.0,4378.0019999999995,179.42631147540982
684,CN,Wuxi,Line 2 Phase 1,2010,2014,0.0,26.3,0.75,19.6,,,20,117,0.0,5799.389886451739,220.50912115786076
685,CN,Wuxi,Line 1 South,2014,2019,0.0,5.187,1,5.187,,,3,117,0.0,655.3595414168201,126.34654741022172
686,CN,Wuxi,Wuxi-Yixing Intercity,2022,2027,0.0,30,0.8471428571428571,25.41428571428571,,,6,92,0.0,3756.124,125.20413333333333
687,CN,Wuxi,Line 1 Phase 1,2014,2019,0.0,29.4,0.83,24.4,,,24,117,0.0,5632.617641592323,191.58563406776608
688,CN,Wuxi,Line 3 Phase 1,2020,2025,0.0,28.5,1,28.5,,,21,117,0.0,5139.188305520245,180.32239668492088
690,CN,Zibo,Line 1,2020,2025,0.0,20.82,0.62,12.86,,,15,,0.0,3366.043225978417,161.67354591635046
691,CN,Foshan,Line 2 Phase 2,2021,2026,0.0,23.5,0.54,12.7,,,10,117,0.0,2922.4919999999997,124.36136170212765
692,CN,Foshan,Line 3 Phase 1,2016,2022,0.0,69.5,0.86,59.5,,,37,117,0.0,10739.017088990327,154.5182314962637
693,CN,Foshan,Line 2 Phase 1,2014,2021,0.0,32.41,0.78,25.3,,,17,117,0.0,5286.548547790385,163.1147345816225
694,CN,Foshan,Line 4 Phase 1,2021,2026,0.0,55.91,0.88,49.1,,,33,117,0.0,10659.639,190.65710964049364
695,CN,Dalian,Line 4,2010,2022,0.0,24.484,1,24.484,,,18,117,0.0,5162.355193765182,210.84607064879845
696,CN,Dalian,Line 1 Phase 3,2010,2021,0.0,13.2,0.14,1.8,,,3,117,0.0,2040.3445899494602,154.57155984465606
697,CN,Fuzhou,Line 1 South Extension,2015,2020,0.0,4.924,1,4.924,,,4,117,0.0,737.3189232876822,149.7398300746714
698,CN,Fuzhou,F1 Express Line,2021,2026,0.0,62.4,0.76,47.2,,,15,138,0.0,9533.71,152.7838141025641
699,CN,Fuzhou,Line 2 East Extension,2020,2025,0.0,16.88,1,16.88,,,12,117,0.0,3179.4004581721806,188.3531077116221
700,CN,Fuzhou,Line 1 Phase 1,2009,2017,0.0,24.6,1,24.6,,,21,117,0.0,5505.313345252559,223.79322541677067
701,CN,Hohhot,Line 2,2020,2025,0.0,27.3,1,27.3,,,24,117,0.0,5080.6348892435035,186.1038420968316
703,CN,Jinan,Line 3 Phase 1,2017,2022,0.0,21.57,1,21.6,,,13,117,0.0,3213.594,148.98442280945758
704,CN,Jinan,Line 2,2021,2026,0.0,36.39,0.95,34.6,,,18,117,0.0,5449.2,149.74443528441878
705,CN,Jinan,Line 4 Phase 1,2021,2026,0.0,40.3,1,40.3,,,33,138,0.0,9536.10000000004,236.62779156327645
706,CN,Luoyang,Line 2,2022,2027,0.0,18.216,1,18.216,,,15,117,0.0,3544.8981900000144,194.603545783927
707,CN,Ningbo,Ningbo-Fenghua Line,2014,2019,0.0,21.59,0.04,0.84,,,9,117,0.0,1863.1584191318836,86.29728666659952
708,CN,Ningbo,Line 3 Southern Extension,2020,2025,0.0,12.7,0.17,2.2,,,6,117,0.0,1301.1870283720555,102.45567152535871
709,CN,Ningbo,Line 4,2016,2021,0.0,35.95,0.68,24.45,,,25,117,0.0,4913.84,136.68539638386648
710,CN,Ningbo,2013-2020 Program,2013,2020,0.0,100.1,0.6483333333333334,64.89816666666667,,,57.11108931436208,117,0.0,16919.662178524803,169.027594191057
711,CN,Ningbo,Line 5 Phase 1,2021,2026,0.0,27.91,1,27.91,,,22,117,0.0,4756.1000000000195,170.40845575062772
712,CN,Ningbo,Line 3 Phase 2,2021,2026,0.0,9.05,1,9.05,,,5,117,0.0,1788.9150000000075,197.67016574585716
713,CN,Ningbo,Line 3 Phase 1,2014,2019,0.0,16.73,1,16.73,,,15,117,0.0,3751.037867924602,224.21027303793196
714,CN,Qingdao,Line 11,2013,2018,0.0,58.35,0.1,5.81,,,22,117,0.0,4987.068679885468,85.46818645904828
715,CN,Qingdao,Qingdao-Pingdu Intercity Rail,2015,2020,0.0,60,0.2,12,,,10,117,0.0,5195.489667324806,86.59149445541344
716,CN,Qingdao,Line 8 Branch,2021,2026,0.0,18.8,1,18.8,,,9,117,0.0,2746.5880000000116,146.09510638297934
717,CN,Qingdao,Line 8,2016,2021,0.0,61.4,0.8454545454545456,51.910909090909094,,,16,117,0.0,7671.9000000000315,124.94951140065199
718,CN,Qingdao,Line 6 Phase 2 South,2021,2026,0.0,13.85,1,13.85,,,10,117,0.0,1984.1780000000083,143.26194945848437
719,CN,Qingdao,Line 15,2021,2026,0.0,30.8,1,30.8,,,17,117,0.0,4655.242000000019,151.1442207792214
720,CN,Qingdao,Line 1 + Line 7 Phase 1,2016,2021,0.0,59.97,1,59.97,,,40,117,0.0,9557.610000000039,159.3731865932973
721,CN,Qingdao,Line 2,2019,2024,0.0,25,1,25,,,22,117,0.0,7410.456572861294,296.41826291445176
722,CN,Qingdao,Line 9,2021,2026,0.0,16.63,1,16.63,,,13,117,0.0,3009.0100000000125,180.93866506313967
723,CN,Qingdao,Line 3,2010,2015,0.0,25,1,25,,,22,117,0.0,6523.977785522985,260.9591114209194
724,CN,Qingdao,Line 2 Phase 2 East Section,2021,2026,0.0,8.89,1,8.89,,,8,117,0.0,1618.0300000000068,182.00562429696365
725,CN,Qingdao,Line 5,2021,2026,0.0,32.7,1,32.7,,,29,117,0.0,6221.1700000000255,190.249847094802
726,CN,Urumqi,Line 4 Phase 1,2018,2023,0.0,20.556,1,20.556,,,16,138,0.0,4293.226765601915,208.85516470139692
727,CN,Urumqi,Line 2,2016,2021,0.0,19.35,1.0,19.35,,,16,138,0.0,3886.1400000000162,200.8341085271326
728,CN,Urumqi,Line 1,2014,2019,0.0,27.615,1,27.615,,,21,138,0.0,5731.654455042429,207.55583758980367
729,CN,Nanchang,Line 1 North Extension,2021,2026,0.0,16.973,0.8,13.528,,,8,117,0.0,2471.4990000000103,145.61356271725742
730,CN,Nanchang,Phase 1 Expansion (Line 1 and 2),2009,2016,0.0,50.6,1,50.6,,,50,117,0.0,8713.4912726383,172.20338483474902
731,CN,Nanning,Wuming Line,2021,2026,0.0,53.2,0.2,10.6,,,13,117,0.0,3943.5000000000164,74.12593984962436
732,CN,Nanning,Airport Line,2021,2026,0.0,22.8,0.8857142857142858,20.194285714285716,,,5,,0.0,2019.5500000000084,88.57675438596527
733,CN,Nantong,Line 1,2019,2024,0.0,39.4,1,39.4,,,28,117,0.0,6786.174897303808,172.2379415559342
734,CN,Nantong,Line 2,2020,2025,0.0,20.85,1,20.85,,,17,117,0.0,3783.361431087551,181.4561837452063
735,KR,Seoul,Sinbundang Phase 3 Section 1,2022,2029,0.0,4.19,1,4.19,,,1,200,0.0,512.52,122.3198090692124
736,KR,Seoul,Sinbundang Phase 3 Section 2,2022,2029,0.0,3.59,1,3.59,,,2,200,0.0,427.31999999999994,119.03064066852366
737,KR,Seoul,Sinbundang Phase 3 Section 3,2022,2029,0.0,2.571,1,2.571,,,1,200,0.0,296.88,115.47257876312717
738,KR,Seoul,Sillim Light Metro,2017,2022,0.0,7.8,1,7.8,,,11,,0.0,865.2244610932304,110.92621296067055
739,KR,Seoul,Ui Light Metro,2009,2017,0.0,11.4,1,11.4,,,13,,0.0,1060.2349575243502,93.0030664495044
740,KR,Seoul,GTX A,2018,2025,1.0,83.1,1.0,83.1,,,42.63412016418092,,0.0,2328.0,28.014440433212997
741,KR,Seoul,Jinjeop Line,2014,2022,0.0,14.9,1,14.9,,,4,200,0.0,1510.742432508851,101.39210956435241
742,KR,Seoul,Sin Ansan Line,2019,2025,0.0,44.7,1,44.7,,,15,,0.0,3959.9999999999995,88.59060402684563
743,KR,Seoul,Line 5 Hanam Line,2014,2020,0.0,7.7,1,7.7,,,5,160,0.0,1084.4548384464752,140.83829070733444
745,KR,Seoul,Line 7 Extension 2,2022,2029,0.0,10.7,1.0,10.7,,,7,160,0.0,1888.6799999999998,176.51214953271028
746,KR,Seoul,Line 9 Phase 4,2021,2028,0.0,4.1,1,4.1,,,4,160,0.0,768.9599999999999,187.55121951219513
748,CN,Shaoxing,Line 1,2016,2021,0.0,31.3,1,31.3,,,23,117,0.0,6022.093276460257,192.39914621278774
749,CN,Shaoxing,Line 2,2022,2027,0.0,10.8,1,10.8,,,9,117,0.0,2421.07000000001,224.17314814814907
750,CN,Shenyang,Line 4 Phase 1,2017,2022,0.0,34.2,1,34.2,,,23,117,0.0,3975.0480000000166,116.229473684211
751,CN,Shijiazhuang,Line 1 Phase 2,2012,2021,0.0,12.7,1,12.7,,,7,138,0.0,2190.820003458233,172.5055120833254
752,CN,Shijiazhuang,Line 3 Phase 2,2012,2021,0.0,8.1,1,8.1,,,5,138,0.0,1548.6782200102498,191.19484197657405
753,CN,Shijiazhuang,First,2012,2020,0.0,59.6,1,59.6,,,52,138,0.0,11955.85253471774,200.6015525959352
754,CN,Taiyuan,Jinzhong-Taiyuan Intercity,2019,2024,0.0,19.86,0.05,0.991,,,12,78,0.0,2195.3787871249365,110.54273852592833
755,CN,Taiyuan,Line 3,2018,2023,0.0,30.523,1,30.523,,,25,138,0.0,6214.654816472659,203.60563563452672
756,CN,Taizhou,Line S2 South Segment,2021,2026,0.0,6,0,0,,,1,92,0.0,449.08100000000184,74.84683333333363
757,CN,Taizhou,Line S2 West Segment,2021,2026,0.0,11.75,0,0,,,3,92,0.0,955.044000000004,81.28034042553226
758,CN,Taizhou,Line S2,2021,2026,0.0,66.3,0.28,18.65,,,22,92,0.0,7361.200000000031,111.02865761689338
759,CN,Taizhou,Line S1,2022,2027,1.0,52.4,0.34,17.8,,,15,92,0.0,5075.643000000021,96.86341603053475
760,CN,Xuzhou,"First Phase Program (Lines 1, 2 and 3)",2013,2020,0.0,67,0.9,60.6,,,38.226203636985616,117,0.0,11711.66122813316,174.80091385273374
761,CN,Xuzhou,Line 1,2014,2019,0.0,21.967,0.96,20.996,,,18,117,0.0,4300.7223757343345,195.7810522936375
762,CN,Xuzhou,Line 2,2020,2025,0.0,24.15,1,24.15,,,20,117,0.0,4243.120853866336,175.69858608142178
763,CN,Xuzhou,Line 3,2021,2026,0.0,18.3,1,18.3,,,16,117,0.0,3232.7140000000136,176.65103825136686
764,CN,Zhengzhou,Line 2 Phase 1,2010,2016,0.0,18.27,1,18.27,,,16,117,0.0,3305.0297800881713,180.89927641424038
765,CN,Zhengzhou,Line 1 Phase 1,2009,2013,0.0,25.2,1,25.2,,,20,117,0.0,4904.4197917657675,194.6198330065781
766,CN,Zhengzhou,Zhengxu Regional Rail (Xucheng Section),2017,2022,1.0,33.78,0.12,4.016,,,11,117,0.0,2361.0810000000097,69.89582593250472
767,CN,Zhengzhou,Zhengxu Regional Rail (Zhengzhou Section),2020,2025,1.0,31.27,0.9,28.18,,,15,117,0.0,4470.828583831445,142.97501067577375
768,CN,Zhengzhou,Line 3 Phase 1,2017,2020,0.0,25.487,1,25.487,,,21,138,0.0,5198.47938010694,203.9659191002056
769,CN,Beijing,Yanfang Branch,2020,2025,0.0,6.015,0,0,,,3,117,0.0,1126.027236091202,187.20319802014998
770,CN,Beijing,Line 6 Phase 2,2011,2014,0.0,12.4,1,12.4,,,8,156,0.0,1905.2823482445265,153.6518022777844
771,CN,Beijing,Line 9,2007,2012,0.0,16.5,1,16.5,,,13,117,0.0,4809.103624756943,291.46082574284503
772,CN,Beijing,Line M101,2022,2027,0.0,19,1,19,,,14,138,0.0,4482.189270000019,235.90469842105364
773,CN,Changchun,New Beihu Line,2010,2019,0.0,13.4,0,0,,,13,55,0.0,1241.776727407739,92.66990503042828
774,CN,Changchun,Line 2 Western Extension,2015,2019,0.0,5.3,1,5.3,,,3,117,0.0,885.0853887891645,166.9972431677669
775,CN,Changchun,Line 2,2015,2020,0.0,22.8,1,22.8,,,19,117,0.0,3853.5154301787798,169.01383465696404
776,CN,Changchun,Line 1 South Extension,2010,2019,0.0,8,1,8,,,6,117,0.0,1628.1728112329497,203.5216014041187
777,CN,Changsha,First,2008,2015,0.0,45.92,0.97,44.61,,,32,117,0.0,7352.791969607221,160.1217763416207
778,CN,Changsha,Line 2 Phase 2,2011,2015,0.0,21.926,1,21.926,,,19,117,0.0,3778.8099906849775,172.34379233261777
779,CN,Changsha,Line 2 West Extension Phase 2,2021,2025,0.0,13.99,0.98,13.78,,,11,117,0.0,2949.738000000012,210.84617583988648
780,CN,Chengdu,Line S3,2021,2026,1.0,38.7,0.27,10.42,,,7,184,0.0,3083.8170000000127,79.68519379844993
781,CN,Chengdu,Line S5,2022,2027,1.0,59,0.17,9.85,,,13,184,0.0,5401.400000000022,91.54915254237326
782,CN,Chengdu,Line 10 Phase 1,2013,2020,0.0,10.9,1,10.9,,,5,138,0.0,1458.4093570496084,133.79902358253287
783,CN,Chengdu,Line 4 Phase 2,2013,2020,0.0,21.3,1,21.3,,,13,117,0.0,2700.1709472911225,126.76858907470059
784,CN,Chengdu,Line 18 Phase 1 and 2,2016,2019,0.0,58.6,0.65,37.9,,,13,184,0.0,8874.424779078241,151.4406958887072
785,CN,Chengdu,Line 5 Phase 1 and 2 (redesign),2015,2020,0.0,49,0.68,33.2,,,39,184,0.0,8306.666190906666,169.52379981442175
786,CN,Chengdu,Line 17 Phase 1,2021,2026,0.0,26.14,0.79,20.64,,,9,184,0.0,4099.089000000017,156.81289211935797
787,CN,Chengdu,Line 3 Phase 2,2013,2020,0.0,15,0.6,9,,,9,117,0.0,1857.3582934889032,123.82388623259355
788,CN,Chengdu,Line 3 Phase 3 (redesign),2015,2020,0.0,12.6,0.57,7.2,,,9,117,0.0,1840.5431779155083,146.07485539011972
789,CN,Chengdu,Line 7,2013,2020,0.0,38.6,1,38.6,,,31,138,0.0,7136.166074983681,184.87476878196063
790,CN,Chengdu,Line 1 Phase 3,2013,2020,0.0,13,0.43,5.6,,,10,117,0.0,1537.6707351501307,118.28236424231774
791,CN,Chongqing,Bishan-Tongliang Line,2020,2025,0.0,37.353,0.28,10.386,,,9,92,0.0,2162.4727498444818,57.89288008578914
792,CN,Chongqing,Jiangjin Line South Extension,2018,2023,0.0,4.6,0.8085139439,3.7191641419399994,,,2,117,0.0,895.1148912614942,194.59019375249875
793,CN,Chongqing,Jiangjin Line,2020,2025,0.0,28.22,0.21,5.8,,,7,117,0.0,1724.5732691423475,61.1117388073121
794,CN,Chongqing,Line 17 (redesign) Phase 1,2022,2026,0.0,14.18,1,14.18,,,9,117,0.0,2929.413440000012,206.58768970380905
795,CN,Chongqing,Line 18 Phase 2,2020,2025,0.0,10.61,1,10.61,,,8,117,0.0,2381.87400000001,224.49330819981245
796,CN,Chongqing,Line 6 East,2022,2027,0.0,6.7,0.8085139439,5.41704342413,,,3,117,0.0,1068.0910000000044,159.41656716417975
797,CN,Chongqing,Line 27,2021,2027,1.0,51.789,0.98,50.529,,,14,138,0.0,8266.293000000034,159.61484098939994
798,CN,Chongqing,Line 15 Phase 2,2021,2026,1.0,32.8,0.93,30.5,,,11,138,0.0,5415.501000000022,165.10673780487875
799,CN,Chongqing,Line 15 Phase 1,2021,2027,1.0,38.73,0.92,35.463,,,14,138,0.0,6548.122000000027,169.07105602891886
800,CN,Chongqing,Line 24 Phase 1,2021,2026,0.0,18.9,1,18.9,,,12,117,0.0,3671.996000000015,194.28550264550347
801,CN,Chongqing,Line 1 Phase 2,2007,2012,0.0,15.5,0.8085139439,12.53196613045,,,9,117,0.0,2182.0389122319643,140.77670401496545
802,CN,Chongqing,Line 1 Phase 1,2007,2012,0.0,16.5,0.8085139439,13.34048007435,,,14,117,0.0,3263.9193940446216,197.81329660876497
803,CN,Chongqing,Line 3,2007,2012,0.0,39.1,0.8085139439,31.612895206490002,,,29,120,0.0,6005.611685042105,153.59620677857046
804,CN,Chongqing,Line 2,2000,2005,0.0,19.15,0.8085139439,15.483042025684998,,,18,120,0.0,2483.262235772358,129.67426818654613
805,CN,Chongqing,Line 4 West extension,2021,2026,0.0,10.9,1,10.9,,,9,117,0.0,2534.1170000000106,232.48779816513857
806,CN,Fuzhou,Line 6 East Extension,2020,2025,0.0,5.29,1,5.29,,,6,117,0.0,1021.6820455467506,193.13460218275057
807,CN,Guangzhou,Line 14 Phase 1,2012,2018,0.0,54.4,0.4,21.9,,,13,117,0.0,5578.556590371155,102.5469961465286
808,CN,Guangzhou,Line 14 Branch,2012,2018,0.0,21.6,0.92,19.9,,,5,117,0.0,2301.2688900796147,106.54022639257477
809,CN,Guangzhou,Line 4 South Extension,2012,2018,0.0,12.5,0.96,12.01,,,6,68,0.0,2315.2558383964024,185.22046707171216
810,CN,Guangzhou,Line 21,2012,2018,0.0,61.6,0.69,42.5,,,14,117,0.0,8593.035961893029,139.497337043718
811,CN,Guangzhou,Line 3 Phase 1,2000,2005,0.0,35.86,1,35.86,,,18,117,0.0,8835.793536585366,246.39691959245306
812,CN,Guangzhou,Line 6 Phase 1,2006,2011,0.0,24.3,0.87,21.2,,,22,68,0.0,5408.137809375001,222.5571114969136
813,CN,Guangzhou,Line 6 Phase 3,2009,2014,0.0,17.6,1,17.6,,,10.04151020911861,102,0.0,2865.1581705719764,162.79307787340775
814,CN,Guangzhou,Line 9,2009,2014,0.0,18.3,1,18.3,,,10.44088845607219,117,0.0,3102.9871187720537,169.56213763781713
815,CN,Guangzhou,Line 7,2012,2017,0.0,17.6,1,17.6,,,10.04151020911861,117,0.0,3061.037836790161,173.92260436307728
816,CN,Guangzhou,Line 2 and 8 Extension,2007,2012,0.0,28.55,0.9388461538461539,26.804057692307694,,,22,138,0.0,6409.902500651098,224.51497375310325
817,CN,Guangzhou,Line 8 Eastern Extension,2021,2026,0.0,18,1,18,,,7,138,0.0,3961.6640000000166,220.09244444444536
818,CN,Guangzhou,Line 18 North,2021,2026,1.0,41.1,1,41.1,,,10,184,0.0,9113.070000000038,221.7291970802929
819,CN,Guangzhou,Line 11,2019,2024,0.0,44.2,1,44.2,,,32,184,0.0,11482.918277457686,259.79453116420103
820,CN,Guangzhou,Nansha-Zhuhai (Zhongshan) intercity or Line 18,2020,2025,1.0,79,1,79,,,45.072687870475576,184,0.0,12161.094149784982,153.93790063018963
821,CN,Guangzhou,Line 22 Northern Extension,2020,2025,1.0,39,1,39,,,22.25107375884237,184,0.0,8132.418927325348,208.52356223911147
822,CN,Guangzhou,Line 28,2020,2025,1.0,107,1,107,,,61.04781774861881,184,0.0,23846.75457766479,222.86686521182045
823,CN,Guiyang,Line 2 Phase 1,2016,2021,0.0,27.6,1,27.6,,,24,117,0.0,4650.701000000019,168.50365942029055
824,CN,Hangzhou,Hangzhou-Haining Line,2016,2021,0.0,48.18,0.31,14.81,,,12,78,0.0,3253.0290000000136,67.51824408468272
825,CN,Hangzhou,Hanglin Line (Hangzhou Section),2016,2020,0.0,14.26,0.3,4.32,,,6,78,0.0,1173.8792431115023,82.31972251833817
826,CN,Hangzhou,Hanglin Line (Lin'an Section),2016,2020,0.0,20.72,0.42,8.64,,,6,78,0.0,1723.7355334578488,83.1918693753788
827,CN,Hangzhou,Line 2 Phase 1 Xiaoshan section,2008,2013,0.0,18.2,1,18.2,,,13,117,0.0,4162.660413463817,228.71760513537455
828,CN,Hangzhou,K1 Airport Line,2019,2022,0.0,59.1316,0.79,46.5,,,15,138,0.0,10326.234000000042,174.6313984400903
829,CN,Hangzhou,Line 3 North Extension,2020,2022,0.0,4.7,1,4.7,,,4,117,0.0,2719.98134584697,578.7194352865894
830,CN,Hangzhou,Hangfu Line,2016,2021,0.0,23.508,1,23.508,,,11,117,0.0,3178.222000000013,135.19746469287108
831,CN,Hangzhou,Line 10 Phase 2,2022,2027,0.0,13.33,1,13.33,,,10,138,0.0,2511.4120000000103,188.4030007501883
832,CN,Hangzhou,Line 5 Phase 2 West,2020,2025,0.0,4.95,1,4.95,,,2,117,0.0,760.1934984989048,153.57444414119288
833,CN,Hangzhou,Line 2 Phase 1 (redesign),2017,2022,0.0,30.5,1,30.5,,,24,117,0.0,4698.3502892052875,154.04427177722252
834,CN,Hangzhou,Line 2 Phase 2,2014,2019,0.0,11.281,1,11.281,,,9,117,0.0,2405.2799658691542,213.2151374762126
835,CN,Hangzhou,Line 6 Phase 1,2016,2021,0.0,26.955,1,26.955,,,19,117,0.0,4261.370000000018,158.09200519384225
836,CN,Hangzhou,Line 5 Phase 1,2014,2020,0.0,51.6,1,51.6,,,36,117,0.0,9528.274466057443,184.656481900338
837,CN,Hangzhou,Line 4 Phase 1,2013,2018,0.0,20.8,1,20.8,,,18,117,0.0,4556.800282884826,219.07693667715506
838,CN,Hefei,Line 6 East Extension,2021,2026,0.0,10,1,10,,,4,117,0.0,1723.3221277689129,172.33221277689128
839,CN,Hefei,Hefei-Lu'an Regional Express Line,2018,2023,0.0,63.1,0.19,11.94,,,19,117,0.0,5552.56541530306,87.99628233443835
840,CN,Hefei,Line 1 South,2019,2024,0.0,4.54,1,4.54,,,3,117,0.0,1073.851257818092,236.53111405684848
841,CN,Hefei,Line 2 Western Extension,2021,2026,0.0,12.7,1,12.7,,,8,117,0.0,2142.635000000009,168.71141732283536
842,CN,Kunming,Line 3 Phase 1,2017,2022,0.0,19.5,0.8813895487,17.18709619965,,,11.125536879421185,117,0.0,3449.7193795283943,176.90868612966125
843,CN,Lanzhou,Line 4 Phase 1,2019,2024,0.0,26.8,0.6,16,,,11,,0.0,4303.98171503225,160.59633265045707
844,CN,Nanjing,Line S2 Nanjing-Ma'anshan Regional Rail (Anhui section),2021,2026,1.0,27.49,0,0,,,8,117,0.0,1514.5430000000063,55.0943252091672
845,CN,Nanjing,Line S8 Phase 2,2022,2027,0.0,24,0.7523695518714287,18.05686924491429,,,8,78,0.0,1632.3700000000067,68.01541666666695
846,CN,Nanjing,Line S8 Phase 2,2012,2014,0.0,45.2,0.27,12.2,,,17,78,0.0,3436.5810000000142,76.03055309734545
847,CN,Nanjing,Line S4 Nanjing-Chuzhou Phase 1 (Chuzhou Section),2018,2022,0.0,32.95,0,0,,,6,92,0.0,2984.8375550539376,90.58687572242602
848,CN,Nanjing,Line S4 Nanjing-Chuzhou Phase 2 (Chuzhou Section),2022,2027,0.0,13.28,0.7523695518714286,9.991467648852572,,,6,92,0.0,1056.3800000000044,79.54668674698829
849,CN,Nanjing,Line S4 Nanjing-Chuzhou Phase 2 (Nanjing Section),2021,2026,0.0,5.671,0.46,2.63,,,2,92,0.0,820.9650000000069,144.76547346147183
850,CN,Nanjing,Line S3 Nanjing-He County,2021,2026,0.0,42.4,0.7523695518714286,31.900468999348572,,,11,117,0.0,3580.22000000003,84.43915094339694
851,CN,Nanjing,Line S5 Nanjing-Yangzhou,2021,2026,0.0,53.75,0.57,30.66,,,16,138,0.0,6417.628000000053,119.39773023255913
852,CN,Nanjing,Line S2 Nanjing-Ma'anshan Regional Rail (Nanjing section),2021,2026,1.0,26.5,0.52,13.71,,,8,117,0.0,3512.822000000029,132.55932075471807
853,CN,Nanjing,Line 4 Phase 1,2004,2015,0.0,43.9,0.95,41.7,,,25.046721487517438,117,0.0,7482.0705231683605,170.43440827262782
854,CN,Nanjing,Line 2 Phase 1,2005,2010,0.0,21.63,0.88,19.11,,,18,138,0.0,5103.615197132616,235.9507719432555
855,CN,Nanjing,Line S6,2021,2026,0.0,26.313,0.62,16.26,,,13,117,0.0,4970.961000000041,188.91654315357584
856,CN,Nanning,Line 1 Phase 1,2011,2016,0.0,32.1,1,32.1,,,25,117,0.0,6028.423205596108,187.8013459687261
857,CN,Nanning,Line 2 Phase 1,2014,2017,0.0,21.2,1,21.2,,,18,117,0.0,4403.743739974251,207.72376131954016
858,CN,Shanghai,Line 12 West Extension,2022,2027,0.0,17.3,1,17.3,,,6,184,0.0,4213.570000000035,243.55895953757428
859,CN,Shanghai,Line 18,2016,2021,0.0,36.85,1,36.85,,,26,138,0.0,11587.856525813882,314.4601499542437
860,CN,Shenyang,Line 1 and 2 Phase 1,2005,2010,0.0,55.07,1,55.07,,,43,117,0.0,12055.764702508959,218.91710010003558
861,CN,Shenyang,Line 9 Phase 1,2012,2020,0.0,29.2,1,29.2,,,23,117,0.0,5092.643420275243,174.4055965847686
862,CN,Shenyang,Line 10 Phase 1,2012,2020,0.0,49.9,1,49.9,,,37,117,0.0,8419.255245472008,168.72255000945907
863,CN,Shenzhen,Shenhui Dapeng Branch ICR,2021,2026,1.0,39.4,1,39.4,,,6,184,0.0,5645.180000000047,143.2786802030469
864,CN,Shenzhen,Guangzhou-Dongguan-Shenzhen Regional Rail South Extension,2021,2026,1.0,15.15,1,15.15,,,3,184,0.0,2844.1000000000236,187.72937293729527
865,CN,Shenzhen,Shenhui Mainline ICR,2021,2026,1.0,58.738,1,58.738,,,11,184,0.0,12368.250000000104,210.56641356532575
866,CN,Shenzhen,Line 10,2015,2020,0.0,29.54,1,29.54,,,24,184,0.0,7365.261072411363,249.33178985820456
867,CN,Shenzhen,Line 3 Phase 3 North Ext,2011,2020,0.0,9.4,0,0,,,7,117,0.0,1926.9921127300456,204.99916092872823
868,CN,Shenzhen,Line 3 Phase 3 North Ext (Phase 4),2020,2022,0.0,9.35,0.79,7.42,,,7,117,0.0,2698.7119424985804,288.6322933153562
869,CN,Shenzhen,Line 5 West Extension,2019,2024,0.0,2.88,1,2.88,,,3,138,0.0,1021.6343890446965,354.73416286274187
870,CN,Shenzhen,Phase 1 Expansion (Line 1 and 4),1998,2004,0.0,21.446,1,21.446,,,19,138,0.0,6475.1272727272735,301.92703873576767
871,CN,Suzhou,Line 5,2020,2025,0.0,44.1,0.99,43.6,,,34,117,0.0,7083.461999837721,160.62272108475557
872,CN,Suzhou,Line 2,2009,2014,0.0,26.557,0.7,18.709,,,22,117,0.0,5173.585076265061,194.81059894811392
873,CN,Tianjin,Line 13 Phase 1,2020,2025,0.0,21.2,1,21.2,,,17,,0.0,5955.460462659239,280.9179463518509
874,CN,Wuhan,Line 11 Phase 3 Hanchang Section,2019,2024,0.0,4,1,4,,,2,184,0.0,1909.3710000000158,477.34275000000395
875,CN,Wuhan,Line 11 Phase 3 Hanyang Section,2019,2025,0.0,2.2,1,2.2,,,2,184,0.0,932.3390000000078,423.79045454545803
876,CN,Wuhan,Line 3 Phase 1,2012,2015,0.0,27.9,1,27.9,,,23,117,0.0,6522.5712289639105,233.78391501662762
877,CN,Wuhu,Line 1,2016,2021,0.0,30.517,0,0.1,,,25,90,0.0,2174.9000000000183,71.26847330995898
878,CN,Wuhu,Line 2,2016,2021,0.0,14.94,0.09,1.3,,,11,90,0.0,1322.387000000011,88.51318607764465
879,CN,Wuxi,Line 5 Phase 1,2022,2027,0.0,25.4,1,25.4,,,22,117,0.0,5824.191000000048,229.29885826771843
